Input Size,k,Hybrid Merge Sort Time,Merge Sort Time,Insertion Sort Time
175,10,0.0001477945799999958,0.00026027041999999946,0.0005129629199999996
175,20,0.00014754707999999894,0.00026027041999999946,0.0005129629199999996
175,30,0.00014836290999999945,0.00026027041999999946,0.0005129629199999996
175,40,0.00014495417000000012,0.00026027041999999946,0.0005129629199999996
175,50,0.00014594959000000074,0.00026027041999999946,0.0005129629199999996
175,60,0.00014471000000000346,0.00026027041999999946,0.0005129629199999996
175,70,0.000145780000000002,0.00026027041999999946,0.0005129629199999996
175,80,0.0001445974999999944,0.00026027041999999946,0.0005129629199999996
175,90,0.00014509749999999321,0.00026027041999999946,0.0005129629199999996
175,100,0.00014527000000000179,0.00026027041999999946,0.0005129629199999996
180,0,0.0001403604199999986,0.0002619591700000079,0.00047099334000000326
180,10,0.00014012667000000257,0.0002619591700000079,0.00047099334000000326
180,20,0.00014081124999999696,0.0002619591700000079,0.00047099334000000326
180,30,0.00014058291000000446,0.0002619591700000079,0.00047099334000000326
180,40,0.00014048625000000038,0.0002619591700000079,0.00047099334000000326
180,50,0.00014071833000000032,0.0002619591700000079,0.00047099334000000326
180,60,0.0001406974999999999,0.0002619591700000079,0.00047099334000000326
180,70,0.00014074875000000375,0.0002619591700000079,0.00047099334000000326
180,80,0.00014064834000000027,0.0002619591700000079,0.00047099334000000326
180,90,0.00014029833999999576,0.0002619591700000079,0.00047099334000000326
180,100,0.00014045874999999875,0.0002619591700000079,0.00047099334000000326
185,0,0.00015083583000000011,0.0002710712500000056,0.0005696724999999959
185,10,0.00015013042000000532,0.0002710712500000056,0.0005696724999999959
185,20,0.00015320832999999646,0.0002710712500000056,0.0005696724999999959
185,30,0.00015088415999999326,0.0002710712500000056,0.0005696724999999959
185,40,0.00015016582999999528,0.0002710712500000056,0.0005696724999999959
185,50,0.0001499775000000003,0.0002710712500000056,0.0005696724999999959
185,60,0.00014990250000000317,0.0002710712500000056,0.0005696724999999959
185,70,0.00014950583999999269,0.0002710712500000056,0.0005696724999999959
185,80,0.0001495820800000036,0.0002710712500000056,0.0005696724999999959
185,90,0.00014958624999999336,0.0002710712500000056,0.0005696724999999959
185,100,0.00014939666000000074,0.0002710712500000056,0.0005696724999999959
190,0,0.0001603949999999976,0.00027810249999999926,0.0005808016699999996
190,10,0.00016329665999999853,0.00027810249999999926,0.0005808016699999996
190,20,0.00016042917000000045,0.00027810249999999926,0.0005808016699999996
190,30,0.00015972125000000226,0.00027810249999999926,0.0005808016699999996
190,40,0.00016052791999999984,0.00027810249999999926,0.0005808016699999996
190,50,0.00015981457999999726,0.00027810249999999926,0.0005808016699999996
190,60,0.0001597620799999966,0.00027810249999999926,0.0005808016699999996
190,70,0.000160208750000006,0.00027810249999999926,0.0005808016699999996
190,80,0.00015978832999999248,0.00027810249999999926,0.0005808016699999996
190,90,0.00015968167000000478,0.00027810249999999926,0.0005808016699999996
190,100,0.0001599983299999952,0.00027810249999999926,0.0005808016699999996
195,0,0.00015981374999999966,0.00028601458999999885,0.0005670466699999999
195,10,0.00016534166999999657,0.00028601458999999885,0.0005670466699999999
195,20,0.00016117792000000186,0.00028601458999999885,0.0005670466699999999
195,30,0.00016055832999999352,0.00028601458999999885,0.0005670466699999999
195,40,0.00016165666000000022,0.00028601458999999885,0.0005670466699999999
195,50,0.00016056290999999945,0.00028601458999999885,0.0005670466699999999
195,60,0.00016049209000000176,0.00028601458999999885,0.0005670466699999999
195,70,0.00016052124999999863,0.00028601458999999885,0.0005670466699999999
195,80,0.000160790000000004,0.00028601458999999885,0.0005670466699999999
195,90,0.00016024291999999996,0.00028601458999999885,0.0005670466699999999
195,100,0.0001610000000000067,0.00028601458999999885,0.0005670466699999999
200,0,0.00017551375000000036,0.00029753416999999337,0.0006523662499999983
200,10,0.00017465084000000352,0.00029753416999999337,0.0006523662499999983
200,20,0.00017437958000000365,0.00029753416999999337,0.0006523662499999983
200,30,0.00017460958000000025,0.00029753416999999337,0.0006523662499999983
200,40,0.00017531249999999332,0.00029753416999999337,0.0006523662499999983
200,50,0.00017590584000000574,0.00029753416999999337,0.0006523662499999983
200,60,0.00017268291999999796,0.00029753416999999337,0.0006523662499999983
200,70,0.00017314791999999634,0.00029753416999999337,0.0006523662499999983
200,80,0.00017358167000000257,0.00029753416999999337,0.0006523662499999983
200,90,0.00017372458999999728,0.00029753416999999337,0.0006523662499999983
200,100,0.0001725641699999958,0.00029753416999999337,0.0006523662499999983
205,0,0.0001777670799999953,0.0003098558300000054,0.000608018329999993
205,10,0.00017658792000000646,0.0003098558300000054,0.000608018329999993
205,20,0.0001764370799999959,0.0003098558300000054,0.000608018329999993
205,30,0.00017796915999999995,0.0003098558300000054,0.000608018329999993
205,40,0.00017644583000000046,0.0003098558300000054,0.000608018329999993
205,50,0.00017671790999999716,0.0003098558300000054,0.000608018329999993
205,60,0.00017566417000000278,0.0003098558300000054,0.000608018329999993
205,70,0.0001761437499999996,0.0003098558300000054,0.000608018329999993
205,80,0.00018098541000000524,0.0003098558300000054,0.000608018329999993
205,90,0.00017683166000000304,0.0003098558300000054,0.000608018329999993
205,100,0.00017563082999999758,0.0003098558300000054,0.000608018329999993
210,0,0.00019174834000000197,0.00032008666000000297,0.0007120454200000026
210,10,0.00018552749999999562,0.00032008666000000297,0.0007120454200000026
210,20,0.00019455709000000708,0.00032008666000000297,0.0007120454200000026
210,30,0.00018782250000000112,0.00032008666000000297,0.0007120454200000026
210,40,0.00018196040999999497,0.00032008666000000297,0.0007120454200000026
210,50,0.0001803920800000025,0.00032008666000000297,0.0007120454200000026
210,60,0.00017966667000000492,0.00032008666000000297,0.0007120454200000026
210,70,0.0001785716599999976,0.00032008666000000297,0.0007120454200000026
210,80,0.00017958666000000178,0.00032008666000000297,0.0007120454200000026
210,90,0.00018260917000000097,0.00032008666000000297,0.0007120454200000026
210,100,0.00017966207999999816,0.00032008666000000297,0.0007120454200000026
215,0,0.0001942412499999957,0.0003221733300000018,0.0007211675000000018
215,10,0.00019315541999999299,0.0003221733300000018,0.0007211675000000018
215,20,0.00019301040999999408,0.0003221733300000018,0.0007211675000000018
215,30,0.0001924750000000053,0.0003221733300000018,0.0007211675000000018
215,40,0.00019261792,0.0003221733300000018,0.0007211675000000018
215,50,0.00019224417000000216,0.0003221733300000018,0.0007211675000000018
215,60,0.00019288334000000518,0.0003221733300000018,0.0007211675000000018
215,70,0.00019267665999999294,0.0003221733300000018,0.0007211675000000018
215,80,0.00019269999999999677,0.0003221733300000018,0.0007211675000000018
215,90,0.00019222083999999916,0.0003221733300000018,0.0007211675000000018
215,100,0.00019282707999999539,0.0003221733300000018,0.0007211675000000018
220,0,0.0001932479099999984,0.00032757292000000325,0.0007381724999999939
220,10,0.00019338334000000402,0.00032757292000000325,0.0007381724999999939
220,20,0.0001987579199999967,0.00032757292000000325,0.0007381724999999939
220,30,0.00019422000000000495,0.00032757292000000325,0.0007381724999999939
220,40,0.00019419874999999643,0.00032757292000000325,0.0007381724999999939
220,50,0.00019446250000000555,0.00032757292000000325,0.0007381724999999939
220,60,0.000193216249999999,0.00032757292000000325,0.0007381724999999939
220,70,0.0001935404099999971,0.00032757292000000325,0.0007381724999999939
220,80,0.00019299292000000357,0.00032757292000000325,0.0007381724999999939
220,90,0.0001933670799999998,0.00032757292000000325,0.0007381724999999939
220,100,0.00019351084000000186,0.00032757292000000325,0.0007381724999999939
225,0,0.0002099445799999966,0.0003376508400000056,0.0008146133400000011
225,10,0.00020963375000000007,0.0003376508400000056,0.0008146133400000011
225,20,0.00020938916000000417,0.0003376508400000056,0.0008146133400000011
225,30,0.00020899875000000457,0.0003376508400000056,0.0008146133400000011
225,40,0.00020936791999999648,0.0003376508400000056,0.0008146133400000011
225,50,0.00020995667000000217,0.0003376508400000056,0.0008146133400000011
225,60,0.00020992542000000113,0.0003376508400000056,0.0008146133400000011
225,70,0.0002102962499999972,0.0003376508400000056,0.0008146133400000011
225,80,0.0002098712500000044,0.0003376508400000056,0.0008146133400000011
225,90,0.00020999665999999807,0.0003376508400000056,0.0008146133400000011
225,100,0.00021538291999999792,0.0003376508400000056,0.0008146133400000011
230,0,0.00020586417000000522,0.0003429258300000004,0.0008130308299999989
230,10,0.00020603083000000132,0.0003429258300000004,0.0008130308299999989
230,20,0.0002065229100000021,0.0003429258300000004,0.0008130308299999989
230,30,0.00020617207999999997,0.0003429258300000004,0.0008130308299999989
230,40,0.00020559208999999966,0.0003429258300000004,0.0008130308299999989
230,50,0.00020596041999999316,0.0003429258300000004,0.0008130308299999989
230,60,0.00020618750000000574,0.0003429258300000004,0.0008130308299999989
230,70,0.00020582124999999786,0.0003429258300000004,0.0008130308299999989
230,80,0.00020630791000000314,0.0003429258300000004,0.0008130308299999989
230,90,0.00020596375000000221,0.0003429258300000004,0.0008130308299999989
230,100,0.00020579458000000273,0.0003429258300000004,0.0008130308299999989
235,0,0.00021865583999999494,0.0003501245899999983,0.000885267910000005
235,10,0.00022393917000000486,0.0003501245899999983,0.000885267910000005
235,20,0.00021975249999999668,0.0003501245899999983,0.000885267910000005
235,30,0.00021898584000000553,0.0003501245899999983,0.000885267910000005
235,40,0.0002186983299999934,0.0003501245899999983,0.000885267910000005
235,50,0.00021870750000000606,0.0003501245899999983,0.000885267910000005
235,60,0.00021841958999999634,0.0003501245899999983,0.000885267910000005
235,70,0.000218588749999995,0.0003501245899999983,0.000885267910000005
235,80,0.00021858583000000209,0.0003501245899999983,0.000885267910000005
235,90,0.0002180108299999972,0.0003501245899999983,0.000885267910000005
235,100,0.00021858583000000209,0.0003501245899999983,0.000885267910000005
240,0,0.0002188495800000112,0.00035847708000000364,0.0008352995799999974
240,10,0.00021905584000000644,0.00035847708000000364,0.0008352995799999974
240,20,0.0002189812499999988,0.00035847708000000364,0.0008352995799999974
240,30,0.0002187487499999996,0.00035847708000000364,0.0008352995799999974
240,40,0.00021902917000000244,0.00035847708000000364,0.0008352995799999974
240,50,0.0002188883300000022,0.00035847708000000364,0.0008352995799999974
240,60,0.0002200429100000001,0.00035847708000000364,0.0008352995799999974
240,70,0.00022288791999999446,0.00035847708000000364,0.0008352995799999974
240,80,0.00022044707999999247,0.00035847708000000364,0.0008352995799999974
240,90,0.00022019832999999877,0.00035847708000000364,0.0008352995799999974
240,100,0.0002196608300000058,0.00035847708000000364,0.0008352995799999974
245,0,0.00023691125000000924,0.0003681541699999968,0.0008530037499999921
245,10,0.00023658167000000673,0.0003681541699999968,0.0008530037499999921
245,20,0.00023639375000000128,0.0003681541699999968,0.0008530037499999921
245,30,0.00023600458000000657,0.0003681541699999968,0.0008530037499999921
245,40,0.00023642000000000606,0.0003681541699999968,0.0008530037499999921
245,50,0.0002360579199999968,0.0003681541699999968,0.0008530037499999921
245,60,0.00023610750000001345,0.0003681541699999968,0.0008530037499999921
245,70,0.00023638667000000168,0.0003681541699999968,0.0008530037499999921
245,80,0.000238832079999991,0.0003681541699999968,0.0008530037499999921
245,90,0.0002363954100000143,0.0003681541699999968,0.0008530037499999921
245,100,0.000236416669999997,0.0003681541699999968,0.0008530037499999921
250,0,0.0002379499999999979,0.00037637291000001125,0.000916892090000001
250,10,0.00023725624999999085,0.00037637291000001125,0.000916892090000001
250,20,0.00023732874999998543,0.00037637291000001125,0.000916892090000001
250,30,0.0002374012499999978,0.00037637291000001125,0.000916892090000001
250,40,0.00023715417000000016,0.00037637291000001125,0.000916892090000001
250,50,0.00023753291000000232,0.00037637291000001125,0.000916892090000001
250,60,0.00023753583000001298,0.00037637291000001125,0.000916892090000001
250,70,0.00023779499999999844,0.00037637291000001125,0.000916892090000001
250,80,0.00024022125000000116,0.00037637291000001125,0.000916892090000001
250,90,0.0002378512499999985,0.00037637291000001125,0.000916892090000001
250,100,0.00023747582999998683,0.00037637291000001125,0.000916892090000001
255,0,0.00022897625000000587,0.0003847699999999854,0.000960109169999992
255,10,0.00023198874999998508,0.0003847699999999854,0.000960109169999992
255,20,0.0002288266599999922,0.0003847699999999854,0.000960109169999992
255,30,0.00022896625000001336,0.0003847699999999854,0.000960109169999992
255,40,0.00022868708000000737,0.0003847699999999854,0.000960109169999992
255,50,0.00022852375000001146,0.0003847699999999854,0.000960109169999992
255,60,0.00022813083000000845,0.0003847699999999854,0.000960109169999992
255,70,0.0002280916700000013,0.0003847699999999854,0.000960109169999992
255,80,0.00022849750000000668,0.0003847699999999854,0.000960109169999992
255,90,0.00022891417000000302,0.0003847699999999854,0.000960109169999992
255,100,0.0002285616700000048,0.0003847699999999854,0.000960109169999992
260,0,0.00025273000000000325,0.0003945704100000036,0.001102491669999992
260,10,0.00025247124999999926,0.0003945704100000036,0.001102491669999992
260,20,0.00025226374999999025,0.0003945704100000036,0.001102491669999992
260,30,0.0002520012499999957,0.0003945704100000036,0.001102491669999992
260,40,0.00025205209000001005,0.0003945704100000036,0.001102491669999992
260,50,0.00025612999999999884,0.0003945704100000036,0.001102491669999992
260,60,0.0002548941699999929,0.0003945704100000036,0.001102491669999992
260,70,0.0002534779199999981,0.0003945704100000036,0.001102491669999992
260,80,0.00025330916999999787,0.0003945704100000036,0.001102491669999992
260,90,0.0002533704200000031,0.0003945704100000036,0.001102491669999992
260,100,0.00025270917000000284,0.0003945704100000036,0.001102491669999992
265,0,0.00025893333000000853,0.0004042695800000118,0.0010810670899999942
265,10,0.00025645750000000687,0.0004042695800000118,0.0010810670899999942
265,20,0.00025599249999999076,0.0004042695800000118,0.0010810670899999942
265,30,0.0002556545899999918,0.0004042695800000118,0.0010810670899999942
265,40,0.0002554191699999997,0.0004042695800000118,0.0010810670899999942
265,50,0.0002554991700000109,0.0004042695800000118,0.0010810670899999942
265,60,0.00025518708999999973,0.0004042695800000118,0.0010810670899999942
265,70,0.00026019415999998683,0.0004042695800000118,0.0010810670899999942
265,80,0.00025719708000000453,0.0004042695800000118,0.0010810670899999942
265,90,0.00025681040999998573,0.0004042695800000118,0.0010810670899999942
265,100,0.0002554604100000013,0.0004042695800000118,0.0010810670899999942
270,0,0.00027354250000000135,0.00041322041999999117,0.001084027919999997
270,10,0.0002745050000000049,0.00041322041999999117,0.001084027919999997
270,20,0.00027451624999999427,0.00041322041999999117,0.001084027919999997
270,30,0.0002734466699999949,0.00041322041999999117,0.001084027919999997
270,40,0.000273531250000012,0.00041322041999999117,0.001084027919999997
270,50,0.0002735212500000017,0.00041322041999999117,0.001084027919999997
270,60,0.00027459834000000073,0.00041322041999999117,0.001084027919999997
270,70,0.0002736429199999968,0.00041322041999999117,0.001084027919999997
270,80,0.00027408082999999197,0.00041322041999999117,0.001084027919999997
270,90,0.0002769937499999919,0.00041322041999999117,0.001084027919999997
270,100,0.0002778016699999952,0.00041322041999999117,0.001084027919999997
275,0,0.00029574084000000056,0.0004516437500000059,0.0012156137500000065
275,10,0.000290855410000006,0.0004516437500000059,0.0012156137500000065
275,20,0.0002829729199999953,0.0004516437500000059,0.0012156137500000065
275,30,0.00027735958000000947,0.0004516437500000059,0.0012156137500000065
275,40,0.00027997250000000307,0.0004516437500000059,0.0012156137500000065
275,50,0.0002763187500000086,0.0004516437500000059,0.0012156137500000065
275,60,0.0002758179100000113,0.0004516437500000059,0.0012156137500000065
275,70,0.0002764745800000057,0.0004516437500000059,0.0012156137500000065
275,80,0.00027600333000000533,0.0004516437500000059,0.0012156137500000065
275,90,0.00027600166999999234,0.0004516437500000059,0.0012156137500000065
275,100,0.00027840250000000567,0.0004516437500000059,0.0012156137500000065
280,0,0.0002809933300000012,0.0004303733299999912,0.0011472595800000108
280,10,0.00028244292000000114,0.0004303733299999912,0.0011472595800000108
280,20,0.00028593708000000716,0.0004303733299999912,0.0011472595800000108
280,30,0.00028366541000000465,0.0004303733299999912,0.0011472595800000108
280,40,0.0002854687499999997,0.0004303733299999912,0.0011472595800000108
280,50,0.0002848562500000007,0.0004303733299999912,0.0011472595800000108
280,60,0.00028683790999998847,0.0004303733299999912,0.0011472595800000108
280,70,0.0002843929199999984,0.0004303733299999912,0.0011472595800000108
280,80,0.000284858339999996,0.0004303733299999912,0.0011472595800000108
280,90,0.0002862391599999903,0.0004303733299999912,0.0011472595800000108
280,100,0.0002848625000000027,0.0004303733299999912,0.0011472595800000108
285,0,0.00029039250000000293,0.00044801958999999056,0.0012958354100000057
285,10,0.0002896816700000038,0.00044801958999999056,0.0012958354100000057
285,20,0.00028998084000001254,0.00044801958999999056,0.0012958354100000057
285,30,0.0002905908299999993,0.00044801958999999056,0.0012958354100000057
285,40,0.0002896525000000061,0.00044801958999999056,0.0012958354100000057
285,50,0.0002920299999999898,0.00044801958999999056,0.0012958354100000057
285,60,0.00029678957999999865,0.00044801958999999056,0.0012958354100000057
285,70,0.0002935920800000069,0.00044801958999999056,0.0012958354100000057
285,80,0.00030041707999998833,0.00044801958999999056,0.0012958354100000057
285,90,0.00032774749999999744,0.00044801958999999056,0.0012958354100000057
285,100,0.00033438832999999946,0.00044801958999999056,0.0012958354100000057
290,0,0.00029908500000001224,0.00045791124999999155,0.0013086579199999982
290,10,0.0003011274999999891,0.00045791124999999155,0.0013086579199999982
290,20,0.00029690708999998707,0.00045791124999999155,0.0013086579199999982
290,30,0.0002951941699999949,0.00045791124999999155,0.0013086579199999982
290,40,0.0002943062499999982,0.00045791124999999155,0.0013086579199999982
290,50,0.00029384333999999513,0.00045791124999999155,0.0013086579199999982
290,60,0.0002939962499999993,0.00045791124999999155,0.0013086579199999982
290,70,0.0002947200000000016,0.00045791124999999155,0.0013086579199999982
290,80,0.0002941333299999904,0.00045791124999999155,0.0013086579199999982
290,90,0.0002939662499999862,0.00045791124999999155,0.0013086579199999982
290,100,0.0002972104200000025,0.00045791124999999155,0.0013086579199999982
295,0,0.00035011958000000123,0.0004710012500000005,0.0015491791700000057
295,10,0.00038406375000000993,0.0004710012500000005,0.0015491791700000057
295,20,0.0003639249999999983,0.0004710012500000005,0.0015491791700000057
295,30,0.00031212083999999864,0.0004710012500000005,0.0015491791700000057
295,40,0.00031394875000000154,0.0004710012500000005,0.0015491791700000057
295,50,0.00031937291999998505,0.0004710012500000005,0.0015491791700000057
295,60,0.000308840840000002,0.0004710012500000005,0.0015491791700000057
295,70,0.00030939209000001354,0.0004710012500000005,0.0015491791700000057
295,80,0.00030916834000001004,0.0004710012500000005,0.0015491791700000057
295,90,0.00030883375000000156,0.0004710012500000005,0.0015491791700000057
295,100,0.00030762124999998973,0.0004710012500000005,0.0015491791700000057
300,0,0.00032234459000001436,0.0004951958299999859,0.0013206137499999927
300,10,0.0003133608299999935,0.0004951958299999859,0.0013206137499999927
300,20,0.0003146249999999995,0.0004951958299999859,0.0013206137499999927
300,30,0.00031327624999999415,0.0004951958299999859,0.0013206137499999927
300,40,0.00031216875000000143,0.0004951958299999859,0.0013206137499999927
300,50,0.00032149457999999245,0.0004951958299999859,0.0013206137499999927
300,60,0.000315986249999991,0.0004951958299999859,0.0013206137499999927
300,70,0.00032487500000000225,0.0004951958299999859,0.0013206137499999927
300,80,0.00031695708000000877,0.0004951958299999859,0.0013206137499999927
300,90,0.0003175658299999995,0.0004951958299999859,0.0013206137499999927
300,100,0.00032405457999999497,0.0004951958299999859,0.0013206137499999927
305,0,0.00033425082999999134,0.0005087058300000003,0.001418521669999997
305,10,0.00032836875000000985,0.0005087058300000003,0.001418521669999997
305,20,0.0003320108399999988,0.0005087058300000003,0.001418521669999997
305,30,0.00033450708000000163,0.0005087058300000003,0.001418521669999997
305,40,0.0003272529100000021,0.0005087058300000003,0.001418521669999997
305,50,0.0003258283300000109,0.0005087058300000003,0.001418521669999997
305,60,0.0003258754099999983,0.0005087058300000003,0.001418521669999997
305,70,0.00032580958000000493,0.0005087058300000003,0.001418521669999997
305,80,0.0003278733299999992,0.0005087058300000003,0.001418521669999997
305,90,0.0003294729199999935,0.0005087058300000003,0.001418521669999997
305,100,0.00032838875000001266,0.0005087058300000003,0.001418521669999997
310,0,0.0003241612499999924,0.0005044879200000096,0.001553683750000001
310,10,0.00032841458000000046,0.0005044879200000096,0.001553683750000001
310,20,0.00032237708000000255,0.0005044879200000096,0.001553683750000001
310,30,0.00032261667000000216,0.0005044879200000096,0.001553683750000001
310,40,0.00032224459000000037,0.0005044879200000096,0.001553683750000001
310,50,0.0003225633299999942,0.0005044879200000096,0.001553683750000001
310,60,0.00032218791000000025,0.0005044879200000096,0.001553683750000001
310,70,0.00032228875000001267,0.0005044879200000096,0.001553683750000001
310,80,0.00032344124999999835,0.0005044879200000096,0.001553683750000001
310,90,0.0003233729199999935,0.0005044879200000096,0.001553683750000001
310,100,0.00032293958000000343,0.0005044879200000096,0.001553683750000001
315,0,0.00033482540999999697,0.0005033779199999877,0.0014630129199999864
315,10,0.00033450124999999885,0.0005033779199999877,0.0014630129199999864
315,20,0.000334718340000002,0.0005033779199999877,0.0014630129199999864
315,30,0.00033496166999999135,0.0005033779199999877,0.0014630129199999864
315,40,0.00033446500000000156,0.0005033779199999877,0.0014630129199999864
315,50,0.0003364549999999866,0.0005033779199999877,0.0014630129199999864
315,60,0.00033613750000000665,0.0005033779199999877,0.0014630129199999864
315,70,0.0003363941699999984,0.0005033779199999877,0.0014630129199999864
315,80,0.0003352545800000151,0.0005033779199999877,0.0014630129199999864
315,90,0.00033442374999999915,0.0005033779199999877,0.0014630129199999864
315,100,0.0003344320799999956,0.0005033779199999877,0.0014630129199999864
320,0,0.0003476150000000011,0.0005253637499999897,0.0014684120899999976
320,10,0.000339780420000011,0.0005253637499999897,0.0014684120899999976
320,20,0.00033597125000000004,0.0005253637499999897,0.0014684120899999976
320,30,0.0003362254199999981,0.0005253637499999897,0.0014684120899999976
320,40,0.00033819417000000127,0.0005253637499999897,0.0014684120899999976
320,50,0.0003386795899999839,0.0005253637499999897,0.0014684120899999976
320,60,0.0003363195800000085,0.0005253637499999897,0.0014684120899999976
320,70,0.0003424337500000263,0.0005253637499999897,0.0014684120899999976
320,80,0.00034393334000000665,0.0005253637499999897,0.0014684120899999976
320,90,0.0003489504200000226,0.0005253637499999897,0.0014684120899999976
320,100,0.000345562500000014,0.0005253637499999897,0.0014684120899999976
325,0,0.00031643457999997794,0.0005137937499999978,0.0016302112500000022
325,10,0.00032088999999999143,0.0005137937499999978,0.0016302112500000022
325,20,0.0003283345800000248,0.0005137937499999978,0.0016302112500000022
325,30,0.00032516917000002365,0.0005137937499999978,0.0016302112500000022
325,40,0.0003272958299999829,0.0005137937499999978,0.0016302112500000022
325,50,0.00032750458999998957,0.0005137937499999978,0.0016302112500000022
325,60,0.0003411941699999943,0.0005137937499999978,0.0016302112500000022
325,70,0.00032461874999999195,0.0005137937499999978,0.0016302112500000022
325,80,0.00032455374999997846,0.0005137937499999978,0.0016302112500000022
325,90,0.0003253612500000003,0.0005137937499999978,0.0016302112500000022
325,100,0.00032358250000001475,0.0005137937499999978,0.0016302112500000022
330,0,0.0003152874999999966,0.000523706670000017,0.0016895195900000104
330,10,0.00031470667000000675,0.000523706670000017,0.0016895195900000104
330,20,0.00032779291999997186,0.000523706670000017,0.0016895195900000104
330,30,0.00032596083999997916,0.000523706670000017,0.0016895195900000104
330,40,0.00032410417000001247,0.000523706670000017,0.0016895195900000104
330,50,0.0003205191700000043,0.000523706670000017,0.0016895195900000104
330,60,0.0003178537500000189,0.000523706670000017,0.0016895195900000104
330,70,0.00031485207999999433,0.000523706670000017,0.0016895195900000104
330,80,0.00031497874999999456,0.000523706670000017,0.0016895195900000104
330,90,0.00031776000000000693,0.000523706670000017,0.0016895195900000104
330,100,0.0003143624999999872,0.000523706670000017,0.0016895195900000104
335,0,0.00031647833999997487,0.0005405766599999851,0.0018128245800000187
335,10,0.00031629250000001717,0.0005405766599999851,0.0018128245800000187
335,20,0.00031683375000000067,0.0005405766599999851,0.0018128245800000187
335,30,0.0003166266700000264,0.0005405766599999851,0.0018128245800000187
335,40,0.000327606249999981,0.0005405766599999851,0.0018128245800000187
335,50,0.0003361387500000035,0.0005405766599999851,0.0018128245800000187
335,60,0.0003217058300000275,0.0005405766599999851,0.0018128245800000187
335,70,0.0003206362500000282,0.0005405766599999851,0.0018128245800000187
335,80,0.0003201262500000013,0.0005405766599999851,0.0018128245800000187
335,90,0.00031663125000001456,0.0005405766599999851,0.0018128245800000187
335,100,0.00031652083000000887,0.0005405766599999851,0.0018128245800000187
340,0,0.00032280332999999216,0.0005416079099999748,0.0017435129100000068
340,10,0.00032139541999999467,0.0005416079099999748,0.0017435129100000068
340,20,0.000321475410000005,0.0005416079099999748,0.0017435129100000068
340,30,0.00032195749999999637,0.0005416079099999748,0.0017435129100000068
340,40,0.0003256691600000039,0.0005416079099999748,0.0017435129100000068
340,50,0.0003303449999999941,0.0005416079099999748,0.0017435129100000068
340,60,0.0003239837499999965,0.0005416079099999748,0.0017435129100000068
340,70,0.0003526833400000129,0.0005416079099999748,0.0017435129100000068
340,80,0.00032637250000000506,0.0005416079099999748,0.0017435129100000068
340,90,0.00032261958999999505,0.0005416079099999748,0.0017435129100000068
340,100,0.00032405457999999497,0.0005416079099999748,0.0017435129100000068
345,0,0.0003390641600000066,0.0005516179099999974,0.0018001441700000243
345,10,0.0003333808400000038,0.0005516179099999974,0.0018001441700000243
345,20,0.0003326837499999868,0.0005516179099999974,0.0018001441700000243
345,30,0.00033299291000002287,0.0005516179099999974,0.0018001441700000243
345,40,0.00033461500000001363,0.0005516179099999974,0.0018001441700000243
345,50,0.0003344845799999874,0.0005516179099999974,0.0018001441700000243
345,60,0.0003333612499999816,0.0005516179099999974,0.0018001441700000243
345,70,0.00033385000000002663,0.0005516179099999974,0.0018001441700000243
345,80,0.00033642333999999607,0.0005516179099999974,0.0018001441700000243
345,90,0.0003420166700000138,0.0005516179099999974,0.0018001441700000243
345,100,0.0003427604200000189,0.0005516179099999974,0.0018001441700000243
350,0,0.0003328545799999816,0.0005653124999999903,0.001841635420000003
350,10,0.000332957080000007,0.0005653124999999903,0.001841635420000003
350,20,0.0003321979200000058,0.0005653124999999903,0.001841635420000003
350,30,0.00033279374999999333,0.0005653124999999903,0.001841635420000003
350,40,0.00033313374999998757,0.0005653124999999903,0.001841635420000003
350,50,0.000333553749999993,0.0005653124999999903,0.001841635420000003
350,60,0.00033292541999998095,0.0005653124999999903,0.001841635420000003
350,70,0.00033177208000001457,0.0005653124999999903,0.001841635420000003
350,80,0.00033213124999999623,0.0005653124999999903,0.001841635420000003
350,90,0.0003342299999999909,0.0005653124999999903,0.001841635420000003
350,100,0.00033241625000002273,0.0005653124999999903,0.001841635420000003
